userId,venueId,venueCategoryId,venueCategory,latitude,longitude,timezoneOffset,utcTimestamp
1541,4f0fd5a8e4b03856eeb6c8cb,4bf58dd8d48988d10c951735,Cosmetics Shop,35.70510109,139.61959,540,Tue Apr 03 18:17:18 +0000 2012
868,4b7b884ff964a5207d662fe3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.71558112,139.8003173,540,Tue Apr 03 18:22:04 +0000 2012
114,4c16fdda96040f477cc473a5,4d954b0ea243a5684a65b473,Convenience Store,35.71454217,139.480065,540,Tue Apr 03 19:12:07 +0000 2012
868,4c178638c2dfc928651ea869,4bf58dd8d48988d118951735,Food & Drink Shop,35.72559199,139.7766326,540,Tue Apr 03 19:12:13 +0000 2012
1458,4f568309e4b071452e447afe,4f2a210c4b9023bd5841ed28,Housing Development,35.65608309,139.7340455,540,Tue Apr 03 19:18:23 +0000 2012
1541,4b83b207f964a5202c0d31e3,4bf58dd8d48988d1f8941735,Furniture / Home Store,35.70507418,139.6195023,540,Tue Apr 03 19:20:09 +0000 2012
1541,4ea281c302d529c116a57755,4d954b0ea243a5684a65b473,Convenience Store,35.70627722,139.6177822,540,Tue Apr 03 19:21:00 +0000 2012
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025263,139.4802547,540,Tue Apr 03 19:35:36 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.75575922,139.7335732,540,Tue Apr 03 19:51:50 +0000 2012
2033,4b5c7671f964a520083129e3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.69312098,139.6994475,540,Tue Apr 03 19:51:59 +0000 2012
589,4b5ed39cf964a520079a29e3,4bf58dd8d48988d1eb931735,Airport,35.54896343,139.7846114,540,Tue Apr 03 19:59:06 +0000 2012
589,4e014c11c65b896d116d480c,4bf58dd8d48988d1fe931735,Bus Station,35.57502803,139.7587865,540,Tue Apr 03 20:01:54 +0000 2012
2290,4e538e91483b944199dede7a,4d954b0ea243a5684a65b473,Convenience Store,35.75075116,139.582059,540,Tue Apr 03 20:08:42 +0000 2012
471,4ba88a28f964a52028df39e3,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.70918971,139.7738218,540,Tue Apr 03 20:09:35 +0000 2012
589,4d69a46cde28224b27ff45be,4bf58dd8d48988d1df941735,Bridge,35.60992943,139.8256588,540,Tue Apr 03 20:09:41 +0000 2012
2290,4b53b05ef964a520e8a727e3,4bf58dd8d48988d129951735,Train Station,35.7495381,139.5865399,540,Tue Apr 03 20:14:18 +0000 2012
886,4b5a91e5f964a520cbcb28e3,4d954b0ea243a5684a65b473,Convenience Store,35.61388937,139.7248024,540,Tue Apr 03 20:19:58 +0000 2012
2290,4b6e3e46f964a520e2b32ce3,4bf58dd8d48988d129951735,Train Station,35.72902543,139.7110963,540,Tue Apr 03 20:28:32 +0000 2012
265,4b3b5742f964a520ad7225e3,4bf58dd8d48988d129951735,Train Station,35.55319973,139.6468145,540,Tue Apr 03 20:30:32 +0000 2012
159,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 20:33:55 +0000 2012
589,4b4162b1f964a52016c625e3,4bf58dd8d48988d129951735,Train Station,35.64592362,139.8269248,540,Tue Apr 03 20:34:39 +0000 2012
2290,4b678b3bf964a52090542be3,4bf58dd8d48988d129951735,Train Station,35.73022733,139.7111607,540,Tue Apr 03 20:37:17 +0000 2012
589,4d1bcae9f8ca236a2ff7f030,4bf58dd8d48988d15f941735,Other Great Outdoors,35.66993326,139.825227,540,Tue Apr 03 20:38:19 +0000 2012
1390,4e64a4e1a80951b3196ef97f,4bf58dd8d48988d1fe931735,Bus Station,35.68389724,139.5684189,540,Tue Apr 03 20:40:53 +0000 2012
589,4d4f756eedc68eec0391b1a4,4bf58dd8d48988d1df941735,Bridge,35.68540483,139.8266646,540,Tue Apr 03 20:41:27 +0000 2012
214,4c39423c1e06d13a1e6a793e,4bf58dd8d48988d1f9931735,Road,35.67256545,139.4846642,540,Tue Apr 03 20:41:33 +0000 2012
114,4b0587a6f964a5203e9e22e3,4bf58dd8d48988d129951735,Train Station,35.68137872,139.7660816,540,Tue Apr 03 20:43:04 +0000 2012
2290,4b4f2be8f964a52025fc26e3,4bf58dd8d48988d129951735,Train Station,35.73792608,139.7610283,540,Tue Apr 03 20:53:51 +0000 2012
1240,4c21de7c9a67a593f285db87,4d954b0ea243a5684a65b473,Convenience Store,35.57877735,139.7340694,540,Tue Apr 03 20:55:16 +0000 2012
2290,4b56cff7f964a520df1b28e3,4bf58dd8d48988d129951735,Train Station,35.74660804,139.7469091,540,Tue Apr 03 20:57:09 +0000 2012
1842,4b4d45eff964a520d7cf26e3,4bf58dd8d48988d129951735,Train Station,35.56068371,139.7237302,540,Tue Apr 03 20:58:06 +0000 2012
96,4b5dec1df964a520ed7329e3,4bf58dd8d48988d129951735,Train Station,35.60910079,139.5163035,540,Tue Apr 03 20:58:43 +0000 2012
1876,4b5da9e0f964a520bb6529e3,4bf58dd8d48988d1fd931735,Subway,35.74880451,139.7195989,540,Tue Apr 03 20:59:52 +0000 2012
2290,4b80998df964a520128030e3,4bf58dd8d48988d163941735,Park,35.7457634,139.7443771,540,Tue Apr 03 21:03:45 +0000 2012
499,4b8c5418f964a520e3ca32e3,4bf58dd8d48988d1fd931735,Subway,35.68220662,139.798767,540,Tue Apr 03 21:04:04 +0000 2012
1206,4bd42ea4b221c9b63a1fdbd0,4d954b0ea243a5684a65b473,Convenience Store,35.64405782,139.8247576,540,Tue Apr 03 21:07:03 +0000 2012
904,4b5a86faf964a520d3c928e3,4bf58dd8d48988d172941735,Post Office,35.67722452,139.6824708,540,Tue Apr 03 21:11:23 +0000 2012
904,4ea03c1c7beb6623c1449ee0,4d954b0ea243a5684a65b473,Convenience Store,35.67685564,139.6824074,540,Tue Apr 03 21:11:37 +0000 2012
1143,4b564827f964a5201f0928e3,4bf58dd8d48988d129951735,Train Station,35.77209986,139.5198977,540,Tue Apr 03 21:18:21 +0000 2012
499,4b6fadbdf964a520d1f92ce3,4bf58dd8d48988d1fc931735,Light Rail,35.65551788,139.7567314,540,Tue Apr 03 21:23:23 +0000 2012
1555,4b5bd0a2f964a520c31729e3,4eb1d80a4b900d56c88a45ff,Shrine,35.676202,139.6993697,540,Tue Apr 03 21:23:50 +0000 2012
252,4b572f46f964a520fc2928e3,4bf58dd8d48988d129951735,Train Station,35.64461364,139.5024687,540,Tue Apr 03 21:24:40 +0000 2012
1895,4d223febe56f6ea824ad831d,4bf58dd8d48988d163941735,Park,35.61667167,139.6390575,540,Tue Apr 03 21:27:25 +0000 2012
941,4b5704a1f964a520092328e3,4bf58dd8d48988d12a951735,Train Station,35.76612579,139.8092237,540,Tue Apr 03 21:27:54 +0000 2012
1390,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 21:29:59 +0000 2012
1056,4b286109f964a520ee9224e3,4bf58dd8d48988d129951735,Train Station,35.6400427,139.5987386,540,Tue Apr 03 21:29:59 +0000 2012
1233,4b6516cdf964a5209ee32ae3,4bf58dd8d48988d1fc931735,Light Rail,35.75110975,139.7474563,540,Tue Apr 03 21:30:06 +0000 2012
96,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 21:31:07 +0000 2012
1222,4b5873bcf964a5206e5828e3,4bf58dd8d48988d129951735,Train Station,35.76291574,139.7276831,540,Tue Apr 03 21:31:55 +0000 2012
1906,4b5dec1df964a520ed7329e3,4bf58dd8d48988d129951735,Train Station,35.60910079,139.5163035,540,Tue Apr 03 21:32:09 +0000 2012
1552,4d319572d7db6a31d0da115e,4bf58dd8d48988d1fe931735,Bus Station,35.68288854,139.5673218,540,Tue Apr 03 21:32:28 +0000 2012
1386,4b64f0e3f964a5203cdb2ae3,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.57741391,139.6604615,540,Tue Apr 03 21:33:17 +0000 2012
1317,4b5d2ad2f964a520535529e3,4d954b0ea243a5684a65b473,Convenience Store,35.55243051,139.6474917,540,Tue Apr 03 21:37:28 +0000 2012
1317,4b568200f964a520571328e3,4bf58dd8d48988d1ae941735,University,35.55271848,139.647304,540,Tue Apr 03 21:38:05 +0000 2012
2085,4b5bac4af964a520200f29e3,4bf58dd8d48988d1fd931735,Subway,35.55002896,139.633677,540,Tue Apr 03 21:39:12 +0000 2012
1064,4b1fb0dff964a520192824e3,4bf58dd8d48988d129951735,Train Station,35.60753808,139.6688391,540,Tue Apr 03 21:39:35 +0000 2012
1349,4d7c3f10645ea35d87ec42f8,4eb1d80a4b900d56c88a45ff,Shrine,35.75349396,139.8702287,540,Tue Apr 03 21:39:57 +0000 2012
1056,4e65fe028877954de9acd8bf,4bf58dd8d48988d12d941735,Government Building,35.62057677,139.5699236,540,Tue Apr 03 21:40:28 +0000 2012
1982,4b5a4723f964a5209eb928e3,4bf58dd8d48988d129951735,Train Station,35.6281212,139.737982,540,Tue Apr 03 21:42:44 +0000 2012
1349,4b5ad5bef964a520b0d628e3,4bf58dd8d48988d129951735,Train Station,35.75086595,139.8669004,540,Tue Apr 03 21:47:40 +0000 2012
2060,4b07d113f964a520360023e3,4bf58dd8d48988d129951735,Train Station,35.61149947,139.6266174,540,Tue Apr 03 21:47:49 +0000 2012
96,4b5583def964a52032e627e3,4bf58dd8d48988d129951735,Train Station,35.73651528,139.7468233,540,Tue Apr 03 21:48:29 +0000 2012
2243,4f534895e4b006151584808a,4bf58dd8d48988d1c4941735,Restaurant,35.62721384,139.7143219,540,Tue Apr 03 21:50:15 +0000 2012
847,4b74709af964a520c1dc2de3,4bf58dd8d48988d129951735,Train Station,35.71295471,139.7037041,540,Tue Apr 03 21:50:16 +0000 2012
1143,4b6e3e46f964a520e2b32ce3,4bf58dd8d48988d129951735,Train Station,35.72902543,139.7110963,540,Tue Apr 03 21:51:29 +0000 2012
1143,4b7481e1f964a520bde02de3,4bf58dd8d48988d1fd931735,Subway,35.73027306,139.7113779,540,Tue Apr 03 21:52:17 +0000 2012
1029,4dc24f03b0fb490416ac11b7,4bf58dd8d48988d1fa941735,Food & Drink Shop,35.75502786,139.8769855,540,Tue Apr 03 21:53:28 +0000 2012
1967,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Tue Apr 03 21:53:51 +0000 2012
13,4c995e24b8e9224be1fb443d,4bf58dd8d48988d1f9931735,Road,35.70163793,139.6883136,540,Tue Apr 03 21:53:59 +0000 2012
1964,4b74709af964a520c1dc2de3,4bf58dd8d48988d129951735,Train Station,35.71295471,139.7037041,540,Tue Apr 03 21:54:01 +0000 2012
1967,4b65494af964a520f4eb2ae3,4bf58dd8d48988d1df941735,Bridge,35.65818534,139.7029018,540,Tue Apr 03 21:54:13 +0000 2012
499,4b5ed34ef964a520ff9929e3,4bf58dd8d48988d1eb931735,Airport,35.55137977,139.7884083,540,Tue Apr 03 21:54:27 +0000 2012
9,4bf47064706e20a1ef5ca998,4bf58dd8d48988d16d941735,Café,35.563375,139.7150229,540,Tue Apr 03 21:54:28 +0000 2012
214,4b5ef108f964a520d89e29e3,4bf58dd8d48988d105941735,Gym / Fitness Center,35.64762809,139.8190391,540,Tue Apr 03 21:55:22 +0000 2012
13,4d998a1961a3a1cd7f37e642,4bf58dd8d48988d1f9931735,Road,35.70205956,139.6951683,540,Tue Apr 03 21:56:38 +0000 2012
1965,4b2692f9f964a520be7d24e3,4bf58dd8d48988d1fd931735,Subway,35.68859747,139.7106913,540,Tue Apr 03 21:56:43 +0000 2012
64,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 21:57:31 +0000 2012
1029,4bdd23fbf219c9b659161210,4bf58dd8d48988d12d941735,Government Building,35.75691066,139.875623,540,Tue Apr 03 21:57:58 +0000 2012
1029,4b80e732f964a520399130e3,4bf58dd8d48988d129951735,Train Station,35.75649928,139.8753119,540,Tue Apr 03 21:58:28 +0000 2012
6,4b55a34ef964a520fde927e3,4bf58dd8d48988d129951735,Train Station,35.75626039,139.6945866,540,Tue Apr 03 21:58:29 +0000 2012
1064,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Tue Apr 03 21:58:36 +0000 2012
1965,4b526ed4f964a5201b7d27e3,4bf58dd8d48988d163941735,Park,35.69069424,139.7114933,540,Tue Apr 03 21:59:06 +0000 2012
116,4f7b7210e4b0de4ca14a9af8,4bf58dd8d48988d117951735,Candy Store,35.61526745,139.7200334,540,Tue Apr 03 21:59:57 +0000 2012
1618,4b7535c3f964a52020012ee3,4bf58dd8d48988d129951735,Train Station,35.55863317,139.5515156,540,Tue Apr 03 22:00:46 +0000 2012
1324,4ddb7a4ffa7637ab73db3f99,4bf58dd8d48988d118951735,Food & Drink Shop,35.57869227,139.5736492,540,Tue Apr 03 22:01:13 +0000 2012
1324,4dce184bd4c065592f76ecff,4bf58dd8d48988d1fd941735,Mall,35.57874899,139.5736599,540,Tue Apr 03 22:01:27 +0000 2012
1967,4b63a9e5f964a520a48a2ae3,4bf58dd8d48988d1f9931735,Road,35.65857769,139.7107852,540,Tue Apr 03 22:02:40 +0000 2012
1390,4b4fb4aff964a520c01127e3,4bf58dd8d48988d129951735,Train Station,35.6205179,139.7508198,540,Tue Apr 03 22:03:22 +0000 2012
13,4ec6087993ad41338b1df91d,4bf58dd8d48988d1f9931735,Road,35.70929152,139.7033072,540,Tue Apr 03 22:04:36 +0000 2012
1979,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 22:05:27 +0000 2012
1965,4b553487f964a5208fde27e3,4bf58dd8d48988d118951735,Food & Drink Shop,35.69127806,139.7112519,540,Tue Apr 03 22:05:31 +0000 2012
610,4b957efef964a520cba534e3,4bf58dd8d48988d129951735,Train Station,35.57209628,139.7028834,540,Tue Apr 03 22:05:39 +0000 2012
2015,4b5599caf964a5209be827e3,4bf58dd8d48988d1fd931735,Subway,35.66959007,139.8175974,540,Tue Apr 03 22:06:34 +0000 2012
349,4bd6b3024e32d13a50f6c280,4bf58dd8d48988d1fd931735,Subway,35.66458473,139.8593742,540,Tue Apr 03 22:06:57 +0000 2012
2287,4b5a4723f964a5209eb928e3,4bf58dd8d48988d129951735,Train Station,35.6281212,139.737982,540,Tue Apr 03 22:08:29 +0000 2012
1726,4e81a9b3775b16f4798c4943,4bf58dd8d48988d103941735,Home (private),35.70623866,139.6452092,540,Tue Apr 03 22:09:00 +0000 2012
1029,4b5ad5bef964a520b0d628e3,4bf58dd8d48988d129951735,Train Station,35.75086595,139.8669004,540,Tue Apr 03 22:09:06 +0000 2012
1928,4bb497cd15809c74877f1fdd,4bf58dd8d48988d1fd941735,Mall,35.71572485,139.8594654,540,Tue Apr 03 22:09:09 +0000 2012
1726,4b7d7de1f964a5200bc22fe3,4bf58dd8d48988d11a941735,Other Nightlife,35.70618888,139.6469652,540,Tue Apr 03 22:09:16 +0000 2012
1726,4b98e261f964a520365435e3,4bf58dd8d48988d118951735,Food & Drink Shop,35.70605506,139.6482173,540,Tue Apr 03 22:09:29 +0000 2012
847,4b6a8c00f964a5204fd82be3,4bf58dd8d48988d129951735,Train Station,35.65948428,139.7002065,540,Tue Apr 03 22:09:32 +0000 2012
336,4b544ec2f964a52014b727e3,4bf58dd8d48988d129951735,Train Station,35.84768054,139.6691492,540,Tue Apr 03 22:10:37 +0000 2012
1379,4b5638fbf964a520110628e3,4bf58dd8d48988d129951735,Train Station,35.82842623,139.8034662,540,Tue Apr 03 22:10:42 +0000 2012
775,4c442e78dcd61b8d32ed7a56,4bf58dd8d48988d129951735,Train Station,35.85915698,139.6569425,540,Tue Apr 03 22:11:42 +0000 2012
610,4b2837d8f964a5200e9124e3,4bf58dd8d48988d129951735,Train Station,35.56238729,139.7159528,540,Tue Apr 03 22:11:46 +0000 2012
941,4b9b8cd2f964a520c30e36e3,4bf58dd8d48988d1fd931735,Subway,35.67567472,139.7634637,540,Tue Apr 03 22:12:01 +0000 2012
972,4bb5a5062f70c9b6746c8430,4bf58dd8d48988d129951735,Train Station,35.67459836,139.7777009,540,Tue Apr 03 22:13:11 +0000 2012
1064,4b6fe136f964a520b4fe2ce3,4bf58dd8d48988d1e0931735,Coffee Shop,35.68968344,139.7007859,540,Tue Apr 03 22:13:21 +0000 2012
931,4b66c862f964a520aa2a2be3,4bf58dd8d48988d1fd931735,Subway,35.60542847,139.7136497,540,Tue Apr 03 22:13:27 +0000 2012
1029,4b3dcda5f964a520e29625e3,4bf58dd8d48988d129951735,Train Station,35.74588638,139.8562927,540,Tue Apr 03 22:13:35 +0000 2012
1746,4b68b2c8f964a520d0872be3,4bf58dd8d48988d129951735,Train Station,35.57490949,139.6632457,540,Tue Apr 03 22:13:36 +0000 2012
116,4cec9db113aea143694c629f,4bf58dd8d48988d129951735,Train Station,35.6071318,139.7347739,540,Tue Apr 03 22:14:48 +0000 2012
1390,4b56deb5f964a5208e1d28e3,4d954b0ea243a5684a65b473,Convenience Store,35.62137029,139.749319,540,Tue Apr 03 22:15:24 +0000 2012
1967,4c4a4029bad7a593b07716aa,4bf58dd8d48988d1f9931735,Road,35.65972102,139.7234745,540,Tue Apr 03 22:15:42 +0000 2012
187,4b24a8eef964a520466924e3,4bf58dd8d48988d129951735,Train Station,35.60375363,139.5075917,540,Tue Apr 03 22:15:43 +0000 2012
722,4b24aa1ff964a520506924e3,4bf58dd8d48988d129951735,Train Station,35.70462192,139.619987,540,Tue Apr 03 22:15:46 +0000 2012
1390,4b6f3ddff964a5208ce62ce3,4bf58dd8d48988d124941735,Office,35.62312387,139.7491693,540,Tue Apr 03 22:16:07 +0000 2012
1928,4b557834f964a52022e527e3,4bf58dd8d48988d129951735,Train Station,35.71678759,139.8582637,540,Tue Apr 03 22:16:39 +0000 2012
1928,4d79f43bceaa224b9dc20171,4bf58dd8d48988d1df941735,Bridge,35.71314636,139.8484898,540,Tue Apr 03 22:16:54 +0000 2012
2023,4b5e11e3f964a520ec7b29e3,4eb1d80a4b900d56c88a45ff,Shrine,35.66750364,139.4789672,540,Tue Apr 03 22:17:32 +0000 2012
1808,4b0c8748f964a520d03e23e3,4bf58dd8d48988d129951735,Train Station,35.53694083,139.6348679,540,Tue Apr 03 22:18:09 +0000 2012
1906,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 22:18:28 +0000 2012
336,4be4b915bcef2d7fa60203e5,4bf58dd8d48988d129951735,Train Station,35.84756205,139.6693772,540,Tue Apr 03 22:20:20 +0000 2012
1967,4b0587a6f964a520529e22e3,4bf58dd8d48988d1fd941735,Mall,35.66051289,139.7292119,540,Tue Apr 03 22:20:59 +0000 2012
1143,4d5255a107b1a0905233123c,4d954b0ea243a5684a65b473,Convenience Store,35.67320333,139.7604684,540,Tue Apr 03 22:21:12 +0000 2012
